# Time,Average V (Brightness) Value
1.000000000000000000e+00,5.288114754098360493e+01
2.000000000000000000e+00,5.380638722554890307e+01
3.000000000000000000e+00,5.381012658227847822e+01
4.000000000000000000e+00,5.702083333333333570e+01
5.000000000000000000e+00,5.923076923076923350e+01
6.000000000000000000e+00,6.084745762711864359e+01
7.000000000000000000e+00,5.959259259259259522e+01
8.000000000000000000e+00,5.780555555555555713e+01
9.000000000000000000e+00,5.673214285714285410e+01
1.000000000000000000e+01,5.536249999999999716e+01
1.100000000000000000e+01,5.525000000000000000e+01
1.200000000000000000e+01,nan
1.300000000000000000e+01,nan
1.400000000000000000e+01,nan
1.500000000000000000e+01,nan
1.600000000000000000e+01,nan
1.700000000000000000e+01,nan
1.800000000000000000e+01,nan
1.900000000000000000e+01,nan
2.000000000000000000e+01,nan
2.100000000000000000e+01,nan
2.200000000000000000e+01,nan
2.300000000000000000e+01,nan
2.400000000000000000e+01,nan
2.500000000000000000e+01,nan
2.600000000000000000e+01,nan
2.700000000000000000e+01,nan
2.800000000000000000e+01,nan
2.900000000000000000e+01,nan
3.000000000000000000e+01,nan
3.100000000000000000e+01,nan
3.200000000000000000e+01,nan
3.300000000000000000e+01,nan
3.400000000000000000e+01,nan
3.500000000000000000e+01,nan
3.600000000000000000e+01,nan
3.700000000000000000e+01,nan
3.800000000000000000e+01,nan
3.900000000000000000e+01,nan
4.000000000000000000e+01,nan
4.100000000000000000e+01,nan
4.200000000000000000e+01,nan
4.300000000000000000e+01,nan
4.400000000000000000e+01,nan
4.500000000000000000e+01,nan
4.600000000000000000e+01,nan
4.700000000000000000e+01,nan
4.800000000000000000e+01,nan
4.900000000000000000e+01,nan
5.000000000000000000e+01,nan
5.100000000000000000e+01,nan
5.200000000000000000e+01,nan
5.300000000000000000e+01,nan
5.400000000000000000e+01,nan
5.500000000000000000e+01,nan
5.600000000000000000e+01,nan
5.700000000000000000e+01,nan
5.800000000000000000e+01,nan
5.900000000000000000e+01,nan
6.000000000000000000e+01,nan
6.100000000000000000e+01,nan
6.200000000000000000e+01,nan
6.300000000000000000e+01,nan
6.400000000000000000e+01,nan
6.500000000000000000e+01,nan
6.600000000000000000e+01,nan
6.700000000000000000e+01,nan
6.800000000000000000e+01,nan
6.900000000000000000e+01,nan
7.000000000000000000e+01,nan
7.100000000000000000e+01,nan
7.200000000000000000e+01,nan
7.300000000000000000e+01,nan
7.400000000000000000e+01,nan
7.500000000000000000e+01,nan
7.600000000000000000e+01,nan
7.700000000000000000e+01,nan
7.800000000000000000e+01,nan
7.900000000000000000e+01,nan
8.000000000000000000e+01,nan
8.100000000000000000e+01,nan
8.200000000000000000e+01,nan
8.300000000000000000e+01,nan
8.400000000000000000e+01,nan
8.500000000000000000e+01,nan
8.600000000000000000e+01,nan
8.700000000000000000e+01,nan
8.800000000000000000e+01,nan
8.900000000000000000e+01,nan
9.000000000000000000e+01,nan
9.100000000000000000e+01,nan
9.200000000000000000e+01,nan
9.300000000000000000e+01,nan
9.400000000000000000e+01,nan
9.500000000000000000e+01,nan
9.600000000000000000e+01,nan
9.700000000000000000e+01,nan
9.800000000000000000e+01,nan
9.900000000000000000e+01,nan
1.000000000000000000e+02,nan
1.010000000000000000e+02,nan
1.020000000000000000e+02,nan
1.030000000000000000e+02,nan
1.040000000000000000e+02,nan
1.050000000000000000e+02,nan
1.060000000000000000e+02,nan
1.070000000000000000e+02,nan
1.080000000000000000e+02,nan
1.090000000000000000e+02,nan
1.100000000000000000e+02,nan
1.110000000000000000e+02,nan
1.120000000000000000e+02,nan
1.130000000000000000e+02,nan
1.140000000000000000e+02,nan
1.150000000000000000e+02,nan
1.160000000000000000e+02,nan
1.170000000000000000e+02,nan
1.180000000000000000e+02,nan
1.190000000000000000e+02,nan
1.200000000000000000e+02,nan
1.210000000000000000e+02,nan
1.220000000000000000e+02,nan
1.230000000000000000e+02,nan
1.240000000000000000e+02,nan
1.250000000000000000e+02,nan
1.260000000000000000e+02,nan
1.270000000000000000e+02,nan
1.280000000000000000e+02,nan
1.290000000000000000e+02,nan
1.300000000000000000e+02,nan
1.310000000000000000e+02,nan
1.320000000000000000e+02,nan
1.330000000000000000e+02,nan
1.340000000000000000e+02,nan
1.350000000000000000e+02,nan
1.360000000000000000e+02,nan
1.370000000000000000e+02,nan
1.380000000000000000e+02,nan
1.390000000000000000e+02,nan
1.400000000000000000e+02,nan
1.410000000000000000e+02,nan
1.420000000000000000e+02,nan
1.430000000000000000e+02,nan
1.440000000000000000e+02,nan
1.450000000000000000e+02,nan
1.460000000000000000e+02,nan
1.470000000000000000e+02,nan
1.480000000000000000e+02,nan
1.490000000000000000e+02,nan
1.500000000000000000e+02,nan
1.510000000000000000e+02,nan
1.520000000000000000e+02,nan
1.530000000000000000e+02,nan
1.540000000000000000e+02,nan
1.550000000000000000e+02,nan
1.560000000000000000e+02,nan
1.570000000000000000e+02,nan
1.580000000000000000e+02,nan
1.590000000000000000e+02,nan
1.600000000000000000e+02,nan
1.610000000000000000e+02,nan
1.620000000000000000e+02,nan
1.630000000000000000e+02,nan
1.640000000000000000e+02,nan
1.650000000000000000e+02,nan
1.660000000000000000e+02,nan
1.670000000000000000e+02,nan
1.680000000000000000e+02,nan
1.690000000000000000e+02,nan
1.700000000000000000e+02,nan
1.710000000000000000e+02,nan
1.720000000000000000e+02,nan
1.730000000000000000e+02,nan
1.740000000000000000e+02,nan
1.750000000000000000e+02,nan
1.760000000000000000e+02,nan
1.770000000000000000e+02,nan
1.780000000000000000e+02,nan
1.790000000000000000e+02,nan
1.800000000000000000e+02,nan
1.810000000000000000e+02,nan
1.820000000000000000e+02,nan
1.830000000000000000e+02,nan
1.840000000000000000e+02,nan
1.850000000000000000e+02,nan
1.860000000000000000e+02,nan
1.870000000000000000e+02,nan
1.880000000000000000e+02,nan
1.890000000000000000e+02,nan
1.900000000000000000e+02,nan
1.910000000000000000e+02,nan
1.920000000000000000e+02,nan
1.930000000000000000e+02,nan
1.940000000000000000e+02,nan
1.950000000000000000e+02,nan
1.960000000000000000e+02,nan
1.970000000000000000e+02,nan
1.980000000000000000e+02,nan
1.990000000000000000e+02,nan
2.000000000000000000e+02,nan
2.010000000000000000e+02,nan
2.020000000000000000e+02,nan
2.030000000000000000e+02,nan
2.040000000000000000e+02,nan
2.050000000000000000e+02,nan
2.060000000000000000e+02,nan
2.070000000000000000e+02,nan
2.080000000000000000e+02,nan
2.090000000000000000e+02,nan
2.100000000000000000e+02,nan
2.110000000000000000e+02,nan
2.120000000000000000e+02,nan
2.130000000000000000e+02,nan
2.140000000000000000e+02,nan
2.150000000000000000e+02,nan
2.160000000000000000e+02,nan
2.170000000000000000e+02,nan
2.180000000000000000e+02,nan
2.190000000000000000e+02,nan
2.200000000000000000e+02,nan
2.210000000000000000e+02,nan
2.220000000000000000e+02,nan
2.230000000000000000e+02,nan
2.240000000000000000e+02,nan
2.250000000000000000e+02,nan
2.260000000000000000e+02,nan
2.270000000000000000e+02,nan
2.280000000000000000e+02,nan
2.290000000000000000e+02,nan
2.300000000000000000e+02,nan
2.310000000000000000e+02,nan
2.320000000000000000e+02,nan
2.330000000000000000e+02,nan
2.340000000000000000e+02,nan
2.350000000000000000e+02,nan
2.360000000000000000e+02,nan
2.370000000000000000e+02,nan
2.380000000000000000e+02,nan
2.390000000000000000e+02,nan
2.400000000000000000e+02,nan
2.410000000000000000e+02,nan
2.420000000000000000e+02,nan
2.430000000000000000e+02,nan
2.440000000000000000e+02,nan
2.450000000000000000e+02,nan
2.460000000000000000e+02,nan
2.470000000000000000e+02,nan
2.480000000000000000e+02,nan
2.490000000000000000e+02,nan
2.500000000000000000e+02,nan
2.510000000000000000e+02,nan
2.520000000000000000e+02,nan
2.530000000000000000e+02,nan
2.540000000000000000e+02,nan
2.550000000000000000e+02,nan
2.560000000000000000e+02,nan
2.570000000000000000e+02,nan
2.580000000000000000e+02,nan
2.590000000000000000e+02,nan
2.600000000000000000e+02,nan
2.610000000000000000e+02,nan
2.620000000000000000e+02,nan
2.630000000000000000e+02,nan
2.640000000000000000e+02,nan
2.650000000000000000e+02,nan
2.660000000000000000e+02,nan
2.670000000000000000e+02,nan
2.680000000000000000e+02,nan
2.690000000000000000e+02,nan
2.700000000000000000e+02,nan
2.710000000000000000e+02,nan
2.720000000000000000e+02,nan
2.730000000000000000e+02,nan
2.740000000000000000e+02,nan
2.750000000000000000e+02,nan
